word,countrycode,year,month,day,hour,minute,second,recognized,c1,c2,c3,c4,c5,c6,c7,c8,c9
1,74,2017,03,08,09,17,43,1,0,8,5,33,73,49,20,10,0
1,235,2017,03,13,17,15,58,1,0,7,0,37,59,41,0,11,0
1,234,2017,03,20,10,16,6,1,2,11,0,42,59,37,6,16,0
1,234,2017,03,23,18,23,41,1,0,18,3,40,63,62,0,23,4
1,82,2017,01,27,15,12,26,1,15,2,0,44,66,45,0,14,8
1,118,2017,03,22,11,27,5,1,5,11,19,38,59,55,0,26,8
1,182,2017,01,23,16,19,56,1,17,5,7,38,55,41,6,20,0
1,33,2017,03,09,13,53,2,1,2,9,12,46,56,52,0,0,25
1,235,2017,03,14,13,03,18,1,0,2,0,48,59,39,5,0,0
1,235,2017,03,02,03,34,22,1,0,19,10,38,56,47,0,26,5
1,234,2017,03,16,12,12,21,1,1,21,11,53,49,49,2,34,0
1,235,2017,03,28,19,45,22,1,7,18,42,37,36,50,15,25,7
1,39,2017,03,18,15,20,34,1,0,7,0,38,59,51,0,8,0
1,176,2017,03,07,15,04,19,1,0,26,3,37,66,51,0,40,0
1,235,2017,03,12,22,38,16,1,12,3,9,48,45,49,15,18,21
1,234,2017,03,22,19,35,52,1,0,16,3,35,66,41,0,20,0
1,235,2017,03,17,18,10,51,1,0,0,0,40,66,45,6,9,8
1,235,2017,03,24,22,01,28,1,20,43,7,54,65,41,12,45,0
1,75,2017,03,22,17,17,26,1,0,13,10,38,59,45,5,26,1
1,134,2017,01,25,12,46,22,1,0,43,0,24,68,37,3,52,3
1,232,2017,01,25,18,13,1,1,0,0,11,45,59,50,3,20,0
1,167,2017,03,11,17,25,54,1,0,14,0,39,54,47,0,22,0
1,103,2017,01,29,12,11,4,1,2,15,7,54,53,46,25,38,6
1,232,2017,01,28,19,18,30,1,0,17,4,48,57,49,0,17,8
1,28,2017,03,03,17,17,30,0,0,0,0,52,61,48,0,0,0
1,235,2017,03,04,21,05,58,1,0,43,0,34,48,46,0,51,1
1,65,2017,03,16,14,15,56,1,0,13,0,27,56,35,0,19,0
1,235,2017,03,18,20,06,42,1,0,21,4,4,63,44,40,26,7
1,74,2017,03,23,17,33,34,1,17,22,0,46,47,42,2,27,0
1,233,2017,01,29,13,01,31,1,0,11,6,29,71,61,26,25,13
1,196,2017,03,14,22,47,0,1,3,21,0,49,47,40,7,23,5
1,13,2017,03,14,06,11,13,1,2,4,0,48,61,42,9,4,0
1,82,2017,01,26,16,06,57,1,15,0,4,54,64,55,14,16,7
1,235,2017,03,07,01,12,42,1,12,0,29,36,58,44,26,39,30
1,215,2017,01,23,19,25,6,1,0,4,0,40,62,53,0,9,6
1,2,2017,03,10,15,30,28,1,0,2,0,47,70,53,0,10,0
1,235,2017,03,09,05,45,34,0,5,2,4,64,62,61,6,7,4
1,235,2017,03,01,14,41,37,1,0,0,38,39,44,52,0,0,38
1,235,2017,03,12,22,19,2,1,0,5,43,43,64,18,0,7,33
1,235,2017,03,06,20,15,33,0,14,2,1,60,65,46,22,3,14
1,232,2017,03,10,19,42,14,1,0,3,12,40,57,52,0,18,18
1,235,2017,03,24,15,39,22,1,1,19,23,43,47,51,0,6,38
1,39,2017,03,02,06,18,42,1,0,27,1,39,43,47,0,33,0
1,39,2017,03,01,20,46,8,1,10,0,0,41,51,53,25,23,19
1,235,2017,03,12,00,23,7,1,0,10,13,42,64,38,0,19,0
1,235,2017,03,16,15,52,3,1,6,24,0,51,47,41,23,24,7
1,74,2017,03,03,16,03,29,1,33,31,27,16,53,40,38,38,11
1,235,2017,03,08,17,58,28,0,24,25,27,72,81,81,32,36,36
1,235,2017,03,13,11,17,23,1,5,10,0,48,59,45,3,21,14
1,13,2017,03,11,19,59,22,1,0,17,32,27,60,59,26,26,3
1,235,2017,03,16,16,55,51,1,0,38,0,38,59,40,0,13,23
1,235,2017,03,10,02,42,50,0,0,0,0,20,23,21,0,0,0
1,235,2017,01,23,17,20,25,1,0,21,16,28,50,36,0,16,32
1,235,2017,03,05,15,57,8,0,11,0,4,0,0,6,0,2,4
1,234,2017,03,04,21,52,43,0,0,26,8,51,73,30,29,12,26
1,235,2017,03,02,20,26,52,1,0,0,3,38,48,47,0,9,18
1,235,2017,03,29,20,28,12,1,0,23,2,40,41,42,6,27,0
1,65,2017,01,28,14,09,23,1,5,31,9,40,40,43,13,52,16
1,235,2017,03,13,18,16,45,1,0,4,0,38,61,45,0,7,0
1,235,2017,03,08,03,24,29,1,9,0,0,51,42,41,4,27,10
1,235,2017,03,11,16,21,25,1,2,1,5,42,67,54,2,10,0
1,134,2017,03,28,14,22,20,1,0,0,0,43,67,43,2,0,2
1,235,2017,01,26,21,39,26,1,15,6,0,55,61,51,1,21,12
1,111,2017,01,31,17,13,0,1,0,31,18,19,52,45,38,31,35
1,235,2017,03,07,15,02,50,0,1,13,0,51,50,27,23,11,0
1,235,2017,03,10,20,43,22,1,21,6,7,50,48,40,5,23,0
1,235,2017,03,09,00,18,27,0,21,12,0,21,38,9,25,2,29
1,235,2017,03,05,08,48,4,1,0,40,16,44,58,51,0,48,0
1,103,2017,03,02,13,41,38,1,0,33,7,38,51,54,3,51,10
1,235,2017,03,03,20,53,12,1,0,28,3,19,50,49,8,38,7
1,194,2017,03,12,01,34,17,1,0,2,6,40,62,54,12,12,0
1,235,2017,01,26,07,00,12,1,0,28,0,43,58,48,21,31,0
1,234,2017,03,29,09,30,25,1,1,4,2,42,63,45,0,16,0
1,100,2017,03,10,18,52,9,1,0,28,17,49,64,46,1,30,0
1,235,2017,03,21,13,44,11,1,5,3,4,47,67,40,0,6,0
1,235,2017,03,21,16,37,30,1,0,22,2,50,50,43,0,11,16
1,235,2017,03,20,20,42,15,1,0,25,15,43,49,43,14,24,0
1,13,2017,03,29,21,08,4,1,0,36,0,25,51,31,5,46,7
1,234,2017,03,12,11,09,25,1,0,18,30,54,37,48,4,44,2
1,118,2017,03,26,12,51,42,1,0,18,4,42,41,47,0,19,19
1,31,2017,03,11,22,09,1,1,7,29,12,46,27,44,1,26,21
1,234,2017,03,24,03,22,19,1,0,15,0,35,53,45,7,29,1
1,235,2017,03,12,06,42,50,1,0,31,0,33,54,43,34,23,6
1,182,2017,03,21,13,01,59,1,0,7,6,42,67,50,10,5,0
1,235,2017,03,17,18,47,53,1,11,0,0,40,38,43,28,28,21
1,234,2017,03,03,14,34,21,1,0,7,1,45,54,49,0,12,1
1,235,2017,03,02,16,46,44,1,2,35,3,36,42,34,13,52,23
1,39,2017,03,27,22,15,37,1,0,10,14,30,52,61,8,17,26
1,235,2017,03,06,15,13,4,0,0,28,16,40,39,57,7,20,11
1,82,2017,03,25,20,33,41,1,8,11,11,31,54,50,0,13,4
1,235,2017,03,09,07,11,6,1,0,31,21,20,51,42,0,32,0
1,14,2017,03,01,10,36,50,1,0,0,5,41,69,58,0,15,23
1,182,2017,03,23,07,12,49,1,9,0,0,44,53,35,0,14,0
1,234,2017,03,21,16,35,46,1,0,25,20,47,53,38,7,15,26
1,235,2017,03,11,01,25,40,1,29,22,3,40,57,23,21,38,31
1,103,2017,03,26,17,12,53,1,2,0,0,50,68,44,4,12,0
1,182,2017,03,29,20,23,54,1,16,27,12,45,55,45,0,30,0
1,235,2017,03,15,03,49,20,1,4,23,0,5,58,49,29,29,19
1,235,2017,03,10,17,06,22,1,0,34,0,34,50,41,0,43,0
1,75,2017,01,25,17,46,13,1,2,20,1,44,63,47,0,25,1
1,235,2017,03,27,00,24,20,1,0,13,3,35,54,52,12,29,21
1,234,2017,01,23,22,04,29,1,0,30,6,42,60,41,0,40,0
1,75,2017,01,25,18,44,16,1,0,24,24,35,60,30,0,25,4
1,232,2017,03,18,14,04,18,1,9,7,0,34,64,26,4,5,28
1,82,2017,01,27,18,24,58,1,0,36,0,28,66,28,0,41,0
1,59,2017,03,05,16,23,16,1,0,0,6,35,53,55,0,15,1
1,111,2017,03,04,14,42,14,1,0,1,20,37,63,42,7,10,28
1,235,2017,01,31,15,33,36,1,4,6,1,46,68,43,0,14,0
1,176,2017,03,11,21,20,31,1,6,23,23,50,69,49,20,7,2
1,235,2017,01,23,23,53,50,1,0,11,23,25,57,51,15,21,32
1,174,2017,03,05,03,21,57,1,0,42,34,31,56,31,0,40,0
1,10,2017,03,27,02,58,10,1,9,0,5,48,43,48,22,11,7
1,235,2017,01,24,08,43,11,1,3,1,4,43,70,52,0,8,0
1,109,2017,03,10,11,40,42,1,0,9,1,38,62,51,0,13,3
1,234,2017,03,06,13,43,30,0,0,0,0,52,70,66,0,8,3
1,74,2017,03,20,19,31,58,1,16,10,37,38,44,54,0,11,31
1,174,2017,03,05,10,51,55,1,4,5,0,54,59,28,4,14,13
1,214,2017,03,07,17,29,4,1,3,45,18,44,59,48,5,46,2
1,235,2017,03,08,20,27,54,1,0,23,11,42,49,56,0,37,0
1,74,2017,03,01,19,01,35,1,8,31,0,16,64,21,0,39,0
1,235,2017,03,01,23,24,39,0,0,15,17,40,56,42,20,4,1
1,74,2017,03,06,17,15,46,1,0,24,0,46,45,39,6,39,15
1,21,2017,03,02,18,26,2,1,0,17,0,40,60,55,7,15,0
1,235,2017,03,02,19,20,35,1,8,29,0,63,50,40,21,32,0
1,235,2017,03,09,16,10,41,0,0,10,0,42,55,45,0,24,0
1,235,2017,03,21,13,06,2,1,9,9,9,44,41,48,0,15,7
1,235,2017,03,03,14,56,14,1,22,16,0,48,63,44,0,30,0
1,13,2017,03,18,01,34,31,1,6,9,16,43,50,39,0,24,0
1,235,2017,03,26,21,26,30,1,0,12,0,40,48,44,0,14,0
1,235,2017,03,20,14,13,3,1,10,18,0,55,59,48,13,20,0
1,205,2017,03,02,17,04,34,0,23,36,24,42,53,44,39,33,46
1,235,2017,03,03,00,17,13,1,4,10,15,48,52,54,2,24,4
1,10,2017,03,27,21,42,38,1,5,11,0,40,61,48,0,12,0
1,82,2017,01,26,15,22,51,1,0,20,0,36,43,41,7,33,6
1,235,2017,03,26,15,22,53,1,9,15,0,41,71,46,10,11,0
1,235,2017,03,25,01,01,33,1,0,21,17,42,56,53,26,21,0
1,82,2017,01,23,15,42,11,1,1,16,6,45,58,52,0,22,3
1,235,2017,03,24,18,42,14,1,0,28,23,36,60,43,0,29,6
1,100,2017,03,10,15,40,33,1,0,19,0,36,63,61,5,19,17
1,176,2017,03,01,10,00,25,1,0,15,0,35,48,46,8,36,9
1,215,2017,03,20,15,53,54,1,3,41,0,27,64,27,0,10,35
1,235,2017,01,28,21,06,39,1,29,15,7,16,47,58,0,26,23
1,60,2017,03,02,09,01,10,1,16,11,4,25,59,44,0,11,3
1,235,2017,03,22,17,20,36,1,0,0,3,40,55,55,0,10,3
1,74,2017,03,26,11,52,31,1,0,9,20,40,54,48,25,32,7
1,235,2017,03,15,13,57,20,1,28,6,0,43,52,38,2,33,0
1,13,2017,03,27,00,53,17,1,0,7,1,43,70,58,0,6,8
1,235,2017,03,29,17,27,35,1,15,11,6,51,53,50,13,19,0
1,194,2017,03,17,14,47,37,1,1,7,0,49,50,41,0,14,0
1,235,2017,01,28,17,03,19,1,0,0,18,46,43,42,5,22,6
1,235,2017,03,12,17,36,7,1,0,12,13,23,40,46,22,16,22
1,100,2017,03,09,06,00,43,0,0,0,16,17,61,46,32,32,7
1,235,2017,03,20,18,42,20,1,0,7,0,35,62,41,0,11,0
1,106,2017,03,22,01,45,41,1,0,21,13,42,58,47,0,30,0
1,235,2017,03,02,17,02,55,1,0,15,0,37,56,44,0,15,0
1,59,2017,03,10,16,57,40,1,0,21,10,50,52,52,4,21,0
1,235,2017,03,27,21,54,33,1,0,2,0,29,49,51,0,5,1
1,235,2017,03,23,14,12,31,1,0,36,7,28,61,43,0,41,9
1,235,2017,03,20,11,20,49,1,41,18,5,38,32,55,28,25,2
1,235,2017,03,06,03,02,3,0,4,9,39,39,45,17,34,61,38
1,234,2017,01,25,16,38,37,1,0,3,33,36,53,58,43,41,11
1,31,2017,03,18,23,03,6,1,3,20,14,37,60,43,0,44,0
1,241,2017,01,29,14,08,53,1,0,41,0,27,36,36,26,26,1
1,220,2017,03,21,04,11,25,1,0,1,10,39,54,68,0,21,6
1,106,2017,01,28,01,43,7,1,16,24,0,58,50,52,27,33,5
1,74,2017,01,24,07,13,36,1,0,43,9,39,44,59,33,20,0
1,235,2017,03,16,17,53,25,1,6,45,3,29,56,41,0,63,13
1,182,2017,03,24,19,16,23,1,0,20,4,40,63,56,9,30,0
1,235,2017,01,31,21,33,0,1,0,6,18,30,67,43,0,24,0
1,235,2017,03,04,18,15,27,0,0,0,0,33,45,46,0,0,0
1,31,2017,01,29,17,58,51,1,0,21,0,42,57,42,0,25,0
1,176,2017,03,05,14,54,39,1,0,6,14,45,68,50,15,8,0
1,234,2017,03,05,09,11,6,1,1,22,0,43,45,51,0,24,0
1,118,2017,03,26,12,18,11,1,0,0,8,39,49,54,2,17,11
1,235,2017,03,06,04,45,7,1,0,6,0,27,63,46,0,11,0
1,13,2017,01,27,12,17,8,1,0,40,0,24,53,32,8,49,8
1,235,2017,03,02,03,47,32,1,0,0,17,42,57,51,0,20,21
1,234,2017,03,25,17,40,59,1,12,10,28,49,67,42,12,28,0
1,235,2017,03,15,18,09,21,1,23,22,0,38,57,39,5,48,0
1,235,2017,03,04,13,54,26,1,0,36,14,17,46,43,18,46,6
1,235,2017,03,10,14,15,29,1,13,4,5,43,62,61,0,9,13
1,37,2017,03,11,03,22,28,1,0,26,42,35,71,34,0,41,24
1,235,2017,01,23,17,22,26,1,0,6,0,31,75,41,8,1,10
1,205,2017,03,14,12,16,59,1,0,14,8,39,47,49,0,22,1
1,176,2017,01,26,13,14,14,1,1,20,0,46,61,36,2,21,0
1,118,2017,03,19,07,13,34,1,8,25,25,34,55,59,0,17,11
1,235,2017,03,05,00,55,0,0,0,3,3,38,65,66,0,4,8
1,102,2017,03,12,15,49,19,1,17,51,2,42,46,41,11,49,11
1,235,2017,03,21,19,08,57,1,9,0,0,56,54,49,0,16,0
1,234,2017,03,18,11,18,12,1,7,0,0,51,68,40,11,4,0
1,156,2017,03,26,17,31,20,1,1,40,15,36,44,25,2,65,0
1,174,2017,03,23,04,05,24,1,0,40,0,18,52,26,0,57,12
1,13,2017,03,24,08,10,1,1,3,5,0,48,58,44,4,3,0
1,103,2017,03,15,05,51,41,1,2,19,0,45,37,42,13,35,13
1,201,2017,03,01,12,27,23,1,0,21,0,37,63,42,0,24,0
1,235,2017,01,28,22,22,19,1,0,0,13,39,75,42,0,18,0
1,234,2017,03,01,08,46,41,0,17,8,0,31,21,48,0,0,25
1,82,2017,03,01,12,30,40,0,3,0,0,56,43,39,6,7,7
1,235,2017,03,26,17,58,9,1,0,2,0,49,62,41,3,10,6
1,69,2017,03,08,06,02,44,1,5,6,6,49,59,45,21,13,0
1,234,2017,03,14,07,43,39,1,2,14,16,36,50,48,0,23,10
1,235,2017,03,01,17,06,56,1,0,3,0,48,61,41,3,7,0
1,235,2017,03,03,17,16,36,0,0,17,6,60,36,46,19,29,9
1,235,2017,03,10,04,28,53,1,0,30,13,39,47,59,0,13,22
1,74,2017,03,27,21,50,9,1,0,22,7,38,68,49,0,19,14
1,39,2017,03,08,15,35,35,1,10,11,4,45,46,55,0,7,16
1,232,2017,01,30,20,40,35,1,18,25,6,57,33,53,26,22,0
1,100,2017,03,11,19,10,45,1,0,0,8,43,52,46,11,6,0
1,217,2017,03,01,11,02,42,0,0,0,0,51,63,58,0,0,0
1,235,2017,01,28,04,36,50,1,0,7,0,37,60,47,0,12,0
1,235,2017,03,22,12,11,20,1,0,7,0,37,60,54,0,1,13
1,235,2017,03,01,22,11,20,0,0,4,0,42,64,48,0,10,0
1,39,2017,03,19,01,32,16,1,0,11,0,48,62,49,0,17,0
1,39,2017,03,26,02,27,13,1,0,12,20,41,47,52,0,18,14
1,235,2017,01,23,17,46,18,1,1,32,2,41,30,41,0,33,9
1,122,2017,03,09,13,53,2,1,3,42,11,44,63,40,13,34,0
1,63,2017,01,29,21,04,7,1,3,29,0,49,47,40,1,32,12
1,10,2017,03,04,09,09,3,1,0,39,1,11,46,26,3,58,8
1,3,2017,03,26,20,25,45,1,0,19,6,42,58,46,23,1,0
1,234,2017,03,16,09,43,50,1,0,14,9,40,55,53,0,22,8
1,235,2017,03,07,02,20,31,1,0,35,10,48,51,51,6,46,9
1,82,2017,01,30,17,08,58,1,0,27,13,37,60,53,0,45,3
1,235,2017,03,03,15,08,50,1,0,1,0,48,59,43,4,1,0
1,214,2017,03,12,10,32,8,1,0,29,14,29,28,49,12,48,10
1,235,2017,03,28,11,39,52,1,12,26,2,37,58,49,0,33,6
1,235,2017,03,14,22,51,12,1,6,0,3,48,62,58,0,3,11
1,214,2017,03,08,19,41,1,1,6,10,0,44,67,37,4,12,0
1,241,2017,03,01,05,21,35,1,12,5,0,56,48,47,0,20,0
1,20,2017,01,28,11,02,31,1,1,20,1,33,38,50,0,14,10
1,220,2017,03,05,15,56,45,1,9,1,9,46,58,61,0,18,0
1,13,2017,03,07,00,52,36,1,0,36,0,53,75,56,3,37,0
1,85,2017,03,26,17,22,2,1,0,0,13,44,48,57,14,12,0
1,235,2017,03,02,19,27,38,0,22,31,25,72,81,79,39,45,43
1,249,2017,03,07,18,42,31,1,0,37,0,38,53,48,0,42,0
1,227,2017,03,26,17,05,37,1,0,5,0,38,59,38,0,12,0
1,235,2017,03,27,05,02,8,1,0,12,0,51,53,42,13,23,6
1,234,2017,03,11,16,23,30,1,0,30,0,39,50,43,0,26,0
1,235,2017,03,23,13,10,42,1,0,19,5,43,53,42,0,23,13
1,235,2017,01,28,01,08,9,1,0,27,3,51,56,43,0,33,0
1,235,2017,01,27,15,05,59,1,0,38,0,38,54,46,0,49,14
1,143,2017,01,28,04,59,40,1,0,7,9,39,67,62,0,9,21
1,235,2017,03,01,14,08,49,0,7,22,26,53,65,37,37,17,25
1,235,2017,03,28,18,34,57,1,0,19,0,55,50,56,13,21,0
1,235,2017,03,16,16,06,29,1,0,14,4,36,46,44,1,30,0
1,235,2017,03,20,18,32,0,1,0,12,0,32,65,43,0,16,0
1,69,2017,03,19,17,26,43,1,0,29,9,37,34,54,3,39,0
1,235,2017,01,26,03,41,12,1,0,11,0,48,68,56,0,14,0
1,217,2017,01,30,07,32,33,1,13,16,3,31,75,37,0,20,9
1,214,2017,03,09,15,13,8,1,1,1,6,26,50,54,24,22,17
1,82,2017,03,27,12,37,7,1,12,0,0,54,49,38,17,12,0
1,235,2017,03,03,00,40,7,0,0,13,12,39,56,61,7,11,13
1,235,2017,03,15,23,54,11,1,0,17,12,50,54,56,5,16,0
1,235,2017,03,09,22,39,10,1,0,18,0,25,67,41,0,17,0
1,235,2017,03,15,15,52,13,1,0,16,0,39,52,49,3,6,18
1,75,2017,03,08,13,46,22,1,0,12,7,23,60,50,0,16,9
1,75,2017,01,27,10,46,32,1,3,4,0,52,73,51,6,11,0
1,235,2017,01,26,15,51,20,1,7,21,7,48,38,57,1,22,22
1,156,2017,03,03,22,49,30,0,25,32,39,36,56,28,4,22,42
1,201,2017,03,14,09,31,5,1,0,17,0,29,59,45,0,27,0
1,235,2017,01,24,13,40,15,1,10,0,0,48,54,24,15,6,0
1,235,2017,03,27,05,07,27,1,8,6,22,24,53,53,11,18,0
1,235,2017,03,26,20,34,2,1,0,3,19,47,60,53,27,13,0
1,39,2017,03,17,16,52,47,1,7,20,13,37,50,38,0,26,0
1,220,2017,01,25,08,02,18,1,0,6,0,38,65,37,0,9,0
1,165,2017,03,26,16,54,4,1,0,20,0,36,67,33,0,18,0
1,134,2017,03,24,12,55,50,1,3,0,0,53,52,47,0,7,4
1,235,2017,01,24,01,58,54,1,0,8,11,35,69,60,0,17,0
1,235,2017,03,01,14,09,17,1,0,24,0,38,52,46,0,27,0
1,235,2017,01,24,00,26,38,1,2,14,0,40,48,58,7,19,3
1,235,2017,03,04,13,30,16,1,0,30,0,38,51,46,8,33,7
1,235,2017,01,26,11,59,24,1,23,18,5,45,55,57,23,37,18
1,235,2017,01,29,00,15,22,1,0,13,6,46,44,56,1,18,0
1,235,2017,03,08,20,40,43,1,0,7,1,31,57,50,0,3,10
1,13,2017,03,23,09,12,49,1,0,17,14,35,54,35,0,19,0
1,235,2017,03,23,15,18,44,1,0,0,31,3,53,61,42,29,21
1,143,2017,03,10,00,50,38,1,9,0,5,30,70,39,0,11,0
1,235,2017,01,31,19,47,12,1,7,16,0,59,58,30,2,20,0
1,233,2017,03,15,15,27,24,1,0,17,9,33,60,35,3,34,2
1,235,2017,03,02,14,28,48,1,0,16,0,41,61,55,0,21,5
1,235,2017,01,23,20,18,19,1,0,0,2,45,56,52,2,4,0
1,59,2017,01,26,16,11,36,1,7,3,14,50,51,52,12,0,0
1,158,2017,03,04,00,14,26,1,9,12,0,40,47,51,0,13,8
1,235,2017,03,08,20,03,12,1,31,4,0,30,36,21,8,45,9
1,235,2017,03,02,15,42,39,0,5,27,0,42,31,46,5,38,15
1,82,2017,03,11,16,50,45,1,0,0,1,34,57,54,0,4,2
1,182,2017,03,17,16,57,29,1,0,20,0,39,65,40,0,25,2
1,39,2017,03,25,00,20,39,1,0,20,2,50,73,50,2,26,22
1,82,2017,03,28,17,07,40,1,7,0,0,46,63,41,6,8,0
1,233,2017,03,01,16,11,45,1,0,18,0,39,45,47,0,10,13
1,39,2017,03,09,04,01,44,0,4,36,6,40,50,32,23,49,11
1,235,2017,03,17,01,03,12,1,0,13,5,45,45,47,0,22,0
1,235,2017,03,03,20,21,20,1,0,24,0,41,56,44,0,25,1
1,235,2017,03,26,23,01,46,1,27,21,6,37,52,59,20,25,32
1,235,2017,03,29,23,08,19,1,0,0,2,30,59,57,5,2,0
1,196,2017,03,08,19,05,8,1,2,7,0,50,67,45,0,15,0
1,235,2017,03,08,23,40,3,1,5,49,16,27,46,31,0,37,13
1,214,2017,03,28,09,28,25,1,26,27,16,36,51,45,2,32,0
1,235,2017,01,27,19,20,34,1,0,34,7,29,57,44,0,37,15
1,235,2017,03,04,19,02,2,1,0,40,0,33,45,45,17,54,0
1,103,2017,03,15,13,37,36,1,0,14,0,35,59,37,7,28,8
1,182,2017,03,05,09,18,21,0,8,57,8,35,55,52,0,39,36
1,176,2017,03,28,07,56,59,1,11,2,6,35,61,62,0,1,16
1,74,2017,03,08,13,19,50,0,8,34,45,18,56,29,49,21,21
1,235,2017,03,27,20,33,59,1,0,8,0,51,72,38,0,16,0
1,234,2017,03,22,22,09,58,1,3,7,0,35,57,44,4,11,0
1,100,2017,03,05,20,44,52,1,0,9,22,38,66,49,0,29,0
1,39,2017,03,11,02,12,3,1,0,0,5,35,45,63,19,14,14
1,39,2017,03,21,18,38,48,1,22,13,16,40,55,35,26,35,8
1,156,2017,01,27,09,47,28,1,0,7,2,40,65,46,0,10,0
1,74,2017,03,08,09,29,47,0,2,2,0,50,48,53,7,0,0
1,235,2017,01,31,15,27,30,1,17,11,15,39,67,40,0,24,0
1,235,2017,03,06,20,07,52,1,19,11,4,27,62,50,0,18,3
1,235,2017,03,03,23,21,39,0,10,0,0,47,47,40,2,18,8
1,182,2017,03,04,14,00,32,0,0,0,9,51,55,35,8,3,0
1,235,2017,03,26,21,40,14,1,15,22,0,45,45,47,22,19,3
1,217,2017,01,29,16,04,49,1,3,36,0,47,66,51,4,43,0
1,208,2017,03,08,15,16,1,1,0,33,0,23,54,43,18,49,15
1,235,2017,03,08,14,22,11,1,0,13,12,45,54,49,0,16,0
1,28,2017,03,12,18,10,0,1,0,0,0,33,33,57,8,9,7
1,176,2017,03,10,08,14,44,1,0,24,5,36,55,44,12,26,0
1,235,2017,03,10,19,28,41,1,0,17,0,39,58,40,0,53,0
1,235,2017,01,27,22,14,50,1,13,12,0,51,58,56,6,28,2
1,39,2017,03,23,20,50,12,1,0,0,23,27,43,44,20,29,13
1,59,2017,03,13,07,18,10,1,0,0,25,41,49,50,0,25,12
1,235,2017,03,22,00,03,12,1,0,23,3,37,52,56,0,9,18
1,234,2017,03,20,09,23,42,1,12,18,0,43,35,47,17,41,2
1,235,2017,01,24,18,33,11,1,0,17,5,38,47,49,2,38,17
1,55,2017,03,27,13,20,29,1,0,0,4,45,61,55,0,10,4
1,235,2017,03,22,14,10,20,1,0,7,21,38,37,62,15,34,10
1,234,2017,03,24,11,13,23,1,0,21,0,45,62,38,0,30,0
1,235,2017,03,03,18,15,26,1,0,0,1,36,63,48,0,5,0
1,235,2017,03,07,20,25,50,1,12,25,0,40,52,58,11,32,3
1,59,2017,03,11,22,07,38,1,0,23,0,43,64,60,20,4,5
1,235,2017,03,21,19,14,37,1,4,20,0,35,63,41,0,23,0
1,235,2017,03,08,04,40,11,0,11,32,24,60,65,59,25,16,21
1,217,2017,01,30,03,49,41,1,5,26,23,53,47,34,0,24,0
1,235,2017,03,28,07,07,13,1,0,4,3,36,65,52,0,6,0
1,235,2017,03,24,19,37,22,1,0,22,5,25,46,44,10,32,0
1,220,2017,01,28,12,57,4,1,0,32,23,34,46,47,6,30,21
1,201,2017,03,06,11,45,2,1,4,12,0,45,67,43,0,16,0
1,235,2017,01,23,18,17,7,1,0,10,14,39,43,61,3,24,22
1,235,2017,03,03,14,45,49,1,0,9,23,39,48,42,0,24,0
1,235,2017,01,27,15,16,51,1,0,0,0,32,67,51,0,3,1
1,234,2017,03,21,19,41,48,1,14,15,19,45,57,54,13,29,9
1,235,2017,03,01,17,22,27,1,0,10,3,38,61,46,0,13,0
1,235,2017,03,16,18,05,14,1,0,14,0,43,56,54,0,23,3
1,176,2017,03,08,20,43,35,0,0,0,32,38,18,38,23,2,0
1,182,2017,03,03,16,52,4,0,1,0,0,36,69,37,0,8,2
1,75,2017,03,28,09,14,19,1,6,7,14,41,53,52,0,17,8
1,59,2017,03,04,15,44,56,1,0,11,0,28,64,50,0,24,0
1,235,2017,01,28,17,18,13,1,0,29,8,36,57,41,0,33,0
1,59,2017,03,20,19,48,31,1,0,7,0,46,54,18,0,17,0
1,234,2017,03,25,16,22,51,1,12,10,0,42,55,50,0,20,0
1,74,2017,03,26,11,30,21,1,0,15,12,36,68,49,4,18,22
1,220,2017,03,03,02,34,41,0,0,6,0,48,68,51,5,8,10
1,235,2017,03,02,15,14,15,1,1,17,0,34,47,45,5,32,6
1,235,2017,03,03,21,18,28,0,25,25,26,37,68,32,17,26,0
1,235,2017,03,15,19,00,41,1,0,18,7,36,54,55,0,22,0
1,74,2017,03,21,12,24,14,1,2,0,0,40,63,45,0,7,0
1,177,2017,03,08,17,47,36,0,8,0,0,60,43,31,15,0,14
1,31,2017,03,04,19,42,24,1,8,11,0,45,46,56,0,2,21
1,234,2017,01,31,23,50,19,1,0,31,19,37,62,48,7,43,0
1,100,2017,03,09,18,08,55,1,0,43,0,46,73,63,0,31,15
1,196,2017,03,26,17,30,43,1,0,34,1,4,47,32,16,15,37
1,235,2017,03,07,18,10,49,0,1,14,15,41,58,38,0,16,0
1,174,2017,03,03,15,13,55,0,14,26,26,42,52,57,25,18,4
1,235,2017,01,28,02,23,8,1,0,0,15,41,52,55,0,11,24
1,3,2017,03,16,16,11,49,1,0,23,17,51,47,46,4,27,0
1,241,2017,03,15,13,57,40,1,16,9,3,47,53,66,0,29,7
1,182,2017,03,05,10,06,35,1,0,8,0,30,63,41,0,14,0
1,235,2017,03,03,19,22,27,1,0,6,9,52,65,62,10,17,0
1,235,2017,03,27,21,28,48,1,10,6,0,56,69,51,0,18,0
1,235,2017,03,03,20,48,33,1,4,31,0,56,53,35,4,34,0
1,235,2017,03,07,13,37,44,1,0,23,0,36,61,41,2,29,6
1,235,2017,03,17,18,47,12,1,0,3,22,35,61,60,30,14,1
1,235,2017,03,24,16,48,48,1,23,3,0,46,48,41,0,27,0
